931,Billy Beane,1962/03/29,1972 Hwy 431,Boaz,AL,35957,0040847569
932,Julius Rosenberg,NA,333 Main Street,Tewksbury,MA,1876,0758106205
933,John F Burns,1944/10/04,24833 Johnt Reidprkw,Scottsboro,AL,35768,0491476282
934,Jason Robert Brown,1970/06/20,250 Rt 59,Airmont,NY,10901,0929491042
935,Clarence Thomas,1948/06/23,3164 Berlin Turnpike,Newington,CT,6111,0077947181
936,Bruce Springsteen,1949/09/23,1201 Hwy 31 NW,Hartselle,AL,35640,0992581124
937,Robert W Pittman,1953/12/28,6350 Cottage Hill Road,Mobile,AL,36609,0823018592
938,Greg Maddux,1966/04/14,2300 Dixwell Ave,Hamden,CT,6514,0235146947
939,Liam Neeson,1952/06/07,2643 Hwy 280 West,Alexander City,AL,35010,0077344842
940,Charlie Chaplin,1889/04/16,330 Sutton Rd,Huntsville,AL,35763,0919702340
941,Ingmar Bergman,1918/07/14,288 Larkin,Monroe,NY,10950,0235114542
942,Tom Hanks,1956/07/09,515 Sawmill Road,West Haven,CT,6516,0838074038
943,Phil Spector,1939/12/26,4300 Lakeville Road,Geneseo,NY,14454,0186520716
944,Jimi Hendrix,1942/11/27,1180 Fall River Avenue,Seekonk,MA,2771,0784030502
945,Lewis A Kaplan,1944/12/23,600 Boll Weevil Circle,Enterprise,AL,36330,0827068296
946,Roger Cedeno,1974/08/16,255 W Main St,Avon,CT,6001,0940149350
947,Thornton Wilder,1897/04/17,655 Boston Post Rd,Old Saybrook,CT,6475,0117795484
948,Melanie Griffith,1957/08/09,295 Plymouth Street,Halifax,MA,2338,0607568887
949,Robert L Nardelli,1948/05/17,555 East Main St,Orange,MA,1364,0423011111
950,Blake Edwards,1922/07/26,164 Danbury Rd,New Milford,CT,6776,0333014280
951,Betty Buckley,1947/07/03,5245 Rangeline Service Rd,Mobile,AL,36619,0333700709
952,Mohammed Riza Pahlevi,1919/10/26,2181 Pelham Pkwy,Pelham,AL,35124,0469858479
953,George R Tiller,1941/08/08,312 Palisades Blvd,Birmingham,AL,35209,0153587498
954,Larry Bird,1956/12/07,70 Pleasant Valley Street,Methuen,MA,1844,0919179243
955,Keyshawn Johnson,1972/07/22,5033 Transit Road,Clarence,NY,14031,0767892214
956,Johnny Mercer,1909/11/18,5399 W Genesse St,Camillus,NY,13031,0873318256
957,Anthony D Weiner,1964/09/04,3018 East Ave,Central Square,NY,13036,0361808386
958,Mikhail Baryshnikov,1948/01/27,626 Olive Street Sw,Cullman,AL,35055,0859057269
959,Jacques Pepin,1935/12/18,625 School Street,Putnam,CT,6260,0394502692
960,Charles B Wang,1944/08/19,3501 20th Av,Valley,AL,36854,0730581591
961,Rudolf Bing,1902/01/09,1000 State Route 36,Hornell,NY,14843,0372219424
962,Steve Carell,1962/08/16,85 Crooked Hill Road,Commack,NY,11725,0175787220
963,Eartha Kitt,1927/01/17,1180 Fall River Avenue,Seekonk,MA,2771,0634906492
964,David Berkowitz,1953/06/01,1608 W Magnolia Ave,Geneva,AL,36340,0013167833
965,Warren Sapp,1972/12/19,1775 Washington St,Hanover,MA,2339,0870743764
966,Anne M Mulcahy,1952/10/21,1201 Hwy 31 NW,Hartselle,AL,35640,0917445948
967,Bonnie Fuller,1956/09/08,92 Plaza Lane,Oxford,AL,36203,0321608146
968,Alexander McQueen,1969/03/16,3164 Berlin Turnpike,Newington,CT,6111,0498723049
969,Charlie LeDuff,1966/01/01,164 Danbury Rd,New Milford,CT,6776,0772237437
970,Sue Miller,1943/11/29,515 Sawmill Road,West Haven,CT,6516,0584223537
971,Yo-Yo Ma,1955/10/07,579 Troy-Schenectady Road,Latham,NY,12110,0151659900
972,Robert J Eaton,1940/01/01,11697 US Hwy 431,Guntersville,AL,35976,0300692973
973,Bill Pullman,1953/12/17,3100 Hough Rd,Florence,AL,35630,0257971859
974,James Carville,1944/10/25,180 River Rd,Lisbon,CT,6351,0787703144
975,Savion Glover,1973/11/19,890 Odum Road,Gardendale,AL,35071,0212052921
976,Stephen Fry,1957/08/24,5710 Mcfarland Blvd,Northport,AL,35476,0508612282
977,Ivan G Seidenberg,1946/12/10,180 River Rd,Lisbon,CT,6351,0025014921
978,Andrea Marcovicci,1948/11/18,72 Main St,North Reading,MA,1864,0158394327
979,Matt Drudge,1966/10/27,150 Springville Station Blvd,Springville,AL,35146,0990178798
980,Mark E Whitacre,NA,2400 Route 9,Fishkill,NY,12524,0651021519
981,Keanu Reeves,1964/09/02,250 Hartford Avenue,Bellingham,MA,2019,0766342894
982,Francis Ford Coppola,1939/04/07,137 Teaticket Hwy,East Falmouth,MA,2536,0388436784
983,Omar Minaya,1958/11/10,1950 W Main St,Centre,AL,35960,0685353647
984,Leon Klinghoffer,1916/09/24,1537 Hwy 231 South,Ozark,AL,36360,0108169902
985,David Byrne,1952/05/14,1095 Industrial Pkwy,Saraland,AL,36571,0867288507
986,Christiane Amanpour,1958/01/12,1537 Hwy 231 South,Ozark,AL,36360,0386531571
987,Martin T Meehan,1956/12/30,10710 Chantilly Pkwy,Montgomery,AL,36117,0464307022
988,Billy Graham,1918/11/07,1501 Skyland Blvd E,Tuscaloosa,AL,35405,0924109817
989,Thereza Imanishi-Kari,1943/01/01,15445 Highway 24,Moulton,AL,35650,0758288175
990,Joseph P Nacchio,1949/06/22,1415 7Th Street South,Clanton,AL,35045,0809963849
991,NA Zhu Rongji,1928/10/01,3300 South Oates Street,Dothan,AL,36301,0082974806
992,Lee H Hamilton,1931/04/20,3164 Berlin Turnpike,Newington,CT,6111,0428038405
993,Tupac Shakur,1971/06/16,6438 Basile Rowe,East Syracuse,NY,13057,0126124173
994,Dan Dorfman,1931/10/24,900 Boston Post Road,Guilford,CT,6437,0655141075
995,Horst Kohler,1943/02/22,180 River Rd,Lisbon,CT,6351,0327382779
996,Claire Messud,1966/01/01,42 Fairhaven Commons Way,Fairhaven,MA,2719,0670327029
997,Clyde Haberman,1945/01/01,579 Troy-Schenectady Road,Latham,NY,12110,0455842745
998,Karrie Webb,1974/12/21,3949 Route 31,Clay,NY,13041,0284152807
999,Ichiro Suzuki,1973/10/22,4133 Veterans Memorial Drive,Batavia,NY,14020,0052050318
1000,George C Scott,1927/10/18,350 E Fairmount Ave,Lakewood,NY,14750,0738063672
